pitch_type,sv_id,type,count,pitcher_name
SI,130619_150509,S,1-1,Hiroki Kuroda
FS,130619_150547,B,1-2,Hiroki Kuroda
SI,130619_150612,B,2-2,Hiroki Kuroda
SL,130619_150644,B,3-2,Hiroki Kuroda
SL,130619_150730,S,0-0,Hiroki Kuroda
SI,130619_150753,B,0-1,Hiroki Kuroda
SI,130619_150819,S,1-1,Hiroki Kuroda
SL,130619_150853,S,1-2,Hiroki Kuroda
SL,130619_150929,X,1-2,Hiroki Kuroda
SL,130619_151013,S,0-0,Hiroki Kuroda
SI,130619_151035,B,0-1,Hiroki Kuroda
SL,130619_151057,X,1-1,Hiroki Kuroda
SI,130619_151205,S,0-0,Hiroki Kuroda
FS,130619_151231,B,0-1,Hiroki Kuroda
FS,130619_151305,B,1-1,Hiroki Kuroda
FS,130619_151334,S,2-1,Hiroki Kuroda
SL,130619_151405,X,2-2,Hiroki Kuroda
SL,130619_151635,B,0-0,Hiroki Kuroda
SL,130619_151659,B,1-0,Hiroki Kuroda
SI,130619_151738,B,2-0,Hiroki Kuroda
SI,130619_151819,S,3-0,Hiroki Kuroda
SI,130619_151847,X,3-1,Hiroki Kuroda
FF,130621_193132,B,0-0,Clayton Kershaw
FF,130621_193146,S,1-0,Clayton Kershaw
SL,130621_193202,S,1-1,Clayton Kershaw
FF,130621_193219,B,1-2,Clayton Kershaw
SL,130621_193234,B,2-2,Clayton Kershaw
FF,130621_193251,X,3-2,Clayton Kershaw
FF,130621_193326,S,0-0,Clayton Kershaw
CU,130621_193337,B,0-1,Clayton Kershaw
SL,130621_193359,S,1-1,Clayton Kershaw
CU,130621_193422,S,1-2,Clayton Kershaw
FF,130621_193447,B,1-2,Clayton Kershaw
SL,130621_193505,B,2-2,Clayton Kershaw
FF,130621_193529,S,3-2,Clayton Kershaw
FF,130621_193558,X,3-2,Clayton Kershaw
FF,130621_193637,X,0-0,Clayton Kershaw
FF,130621_193713,S,0-0,Clayton Kershaw
FF,130621_193724,B,0-1,Clayton Kershaw
FF,130621_193739,S,1-1,Clayton Kershaw
FF,130621_193754,S,1-2,Clayton Kershaw
FF,130621_194738,S,0-0,Clayton Kershaw
SL,130621_194753,S,0-1,Clayton Kershaw
SL,130621_194809,B,0-2,Clayton Kershaw
CU,130621_194834,B,1-2,Clayton Kershaw
SL,130621_194851,S,2-2,Clayton Kershaw
FF,130621_194926,X,0-0,Clayton Kershaw
FF,130621_195010,S,0-0,Clayton Kershaw
FF,130621_195028,X,0-1,Clayton Kershaw
FF,130621_195111,B,0-0,Clayton Kershaw
FF,130621_195132,B,1-0,Clayton Kershaw
FF,130621_195209,S,2-0,Clayton Kershaw
FF,130621_195231,S,2-1,Clayton Kershaw
FF,130621_195315,B,2-2,Clayton Kershaw
FF,130621_195342,X,3-2,Clayton Kershaw
FF,130621_200822,S,0-0,Clayton Kershaw
FF,130621_200833,S,0-1,Clayton Kershaw
CU,130621_200847,B,0-2,Clayton Kershaw
FF,130621_200901,X,1-2,Clayton Kershaw
FF,130621_200936,S,0-0,Clayton Kershaw
CH,130621_200951,S,0-1,Clayton Kershaw
FF,130621_201016,B,0-2,Clayton Kershaw
SL,130621_201031,B,1-2,Clayton Kershaw
SL,130621_201053,S,2-2,Clayton Kershaw
FF,130621_201120,B,2-2,Clayton Kershaw
SL,130621_201138,S,3-2,Clayton Kershaw
FF,130621_201200,X,3-2,Clayton Kershaw
SL,130621_201248,B,0-0,Clayton Kershaw
FF,130621_201311,B,1-0,Clayton Kershaw
FF,130621_201339,B,2-0,Clayton Kershaw
FF,130621_201400,S,3-0,Clayton Kershaw
SL,130621_201421,B,3-1,Clayton Kershaw
FF,130621_201513,S,0-0,Clayton Kershaw
SL,130621_201554,B,0-1,Clayton Kershaw
FF,130621_201649,B,1-1,Clayton Kershaw
FF,130621_201756,X,2-1,Clayton Kershaw
FF,130621_201853,S,0-0,Clayton Kershaw
SL,130621_201913,X,0-1,Clayton Kershaw
FF,130621_202010,B,0-0,Clayton Kershaw
SL,130621_202058,S,1-0,Clayton Kershaw
CH,130621_202137,B,1-1,Clayton Kershaw
SL,130621_202206,S,2-1,Clayton Kershaw
FF,130621_202233,B,2-2,Clayton Kershaw
SL,130621_202301,S,3-2,Clayton Kershaw
FF,130621_202337,B,0-0,Clayton Kershaw
FF,130621_202402,S,1-0,Clayton Kershaw
CH,130621_202426,B,1-1,Clayton Kershaw
FF,130621_202446,S,2-1,Clayton Kershaw
CU,130621_202513,S,2-2,Clayton Kershaw
SL,130621_202603,S,2-2,Clayton Kershaw
FF,130621_203754,X,0-0,Clayton Kershaw
FF,130621_203827,S,0-0,Clayton Kershaw
FF,130621_203842,S,0-1,Clayton Kershaw
CU,130621_203856,S,0-2,Clayton Kershaw
FF,130621_203938,S,0-0,Clayton Kershaw
FF,130621_203951,S,0-1,Clayton Kershaw
FF,130621_204003,S,0-2,Clayton Kershaw
CH,130621_205008,S,0-0,Clayton Kershaw
CU,130621_205021,B,0-1,Clayton Kershaw
CH,130621_205035,X,1-1,Clayton Kershaw
FF,130621_205113,S,0-0,Clayton Kershaw
CH,130621_205125,S,0-1,Clayton Kershaw
SL,130621_205138,X,0-2,Clayton Kershaw
SL,130621_205245,X,0-0,Clayton Kershaw
FF,130621_205345,B,0-0,Clayton Kershaw
FF,130621_205430,S,1-0,Clayton Kershaw
FF,130621_205456,B,1-1,Clayton Kershaw
SL,130621_205523,S,2-1,Clayton Kershaw
SL,130621_205613,B,2-2,Clayton Kershaw
SL,130621_205639,X,3-2,Clayton Kershaw
SL,130621_211037,S,0-0,Clayton Kershaw
CU,130621_211049,X,0-1,Clayton Kershaw
FF,130621_211121,B,0-0,Clayton Kershaw
FF,130621_211133,S,1-0,Clayton Kershaw
FF,130621_211153,B,1-1,Clayton Kershaw
FF,130621_211208,S,2-1,Clayton Kershaw
SL,130621_211233,B,2-2,Clayton Kershaw
SL,130621_211253,X,3-2,Clayton Kershaw
FF,130621_211335,B,0-0,Clayton Kershaw
SL,130621_211358,S,1-0,Clayton Kershaw
SL,130621_211432,S,1-1,Clayton Kershaw
CU,130621_211538,S,1-2,Clayton Kershaw
FF,130621_211616,B,0-0,Clayton Kershaw
FF,130621_211637,X,1-0,Clayton Kershaw
SI,130625_190955,S,0-0,Hiroki Kuroda
SI,130625_191009,S,0-1,Hiroki Kuroda
SL,130625_191033,B,0-2,Hiroki Kuroda
SI,130625_191053,X,1-2,Hiroki Kuroda
SI,130625_191145,S,0-0,Hiroki Kuroda
FF,130625_191158,X,0-1,Hiroki Kuroda
SL,130625_191326,S,0-0,Hiroki Kuroda
SI,130625_191416,S,0-1,Hiroki Kuroda
SL,130625_191453,B,0-2,Hiroki Kuroda
SL,130625_191516,B,1-2,Hiroki Kuroda
SL,130625_191549,S,2-2,Hiroki Kuroda
SI,130625_191631,S,0-0,Hiroki Kuroda
SI,130625_191737,X,0-1,Hiroki Kuroda
FF,130625_192059,S,0-0,Yu Darvish
FT,130625_192117,B,0-1,Yu Darvish
FC,130625_192136,X,1-1,Yu Darvish
FC,130625_192216,B,0-0,Yu Darvish
FC,130625_192233,B,1-0,Yu Darvish
FF,130625_192253,B,2-0,Yu Darvish
FF,130625_192309,S,3-0,Yu Darvish
FF,130625_192324,X,3-1,Yu Darvish
FF,130625_192410,X,0-0,Yu Darvish
FC,130625_192509,B,0-0,Yu Darvish
FC,130625_192537,B,1-0,Yu Darvish
SL,130625_192603,B,2-0,Yu Darvish
FF,130625_192636,S,3-0,Yu Darvish
SL,130625_192702,S,3-1,Yu Darvish
SL,130625_192729,X,3-2,Yu Darvish
SL,130625_192819,B,0-0,Yu Darvish
SL,130625_192840,S,1-0,Yu Darvish
FC,130625_192902,B,1-1,Yu Darvish
SL,130625_192927,S,2-1,Yu Darvish
SL,130625_192956,S,2-2,Yu Darvish
SL,130625_193035,B,0-0,Yu Darvish
SL,130625_193106,B,1-0,Yu Darvish
FC,130625_193129,S,2-0,Yu Darvish
SL,130625_193150,S,2-1,Yu Darvish
SL,130625_193216,X,2-2,Yu Darvish
SL,130625_193459,B,0-0,Hiroki Kuroda
SI,130625_193517,X,1-0,Hiroki Kuroda
SI,130625_193600,B,0-0,Hiroki Kuroda
SI,130625_193620,B,1-0,Hiroki Kuroda
SI,130625_193638,X,2-0,Hiroki Kuroda
SI,130625_193727,S,0-0,Hiroki Kuroda
SI,130625_193748,B,0-1,Hiroki Kuroda
FS,130625_193806,B,1-1,Hiroki Kuroda
SL,130625_193822,B,2-1,Hiroki Kuroda
SI,130625_193845,X,3-1,Hiroki Kuroda
FF,130625_194115,B,0-0,Yu Darvish
FF,130625_194135,S,1-0,Yu Darvish
SL,130625_194203,S,1-1,Yu Darvish
SL,130625_194225,S,1-2,Yu Darvish
FF,130625_194300,S,0-0,Yu Darvish
FF,130625_194324,S,0-1,Yu Darvish
FF,130625_194356,S,0-2,Yu Darvish
FF,130625_194434,B,0-0,Yu Darvish
FF,130625_194449,S,1-0,Yu Darvish
CU,130625_194509,S,1-1,Yu Darvish
SL,130625_194530,B,1-2,Yu Darvish
SL,130625_194556,X,2-2,Yu Darvish
SI,130625_194835,S,0-0,Hiroki Kuroda
SI,130625_194847,X,0-1,Hiroki Kuroda
CU,130625_194920,B,0-0,Hiroki Kuroda
FS,130625_194936,S,1-0,Hiroki Kuroda
SI,130625_194956,S,1-1,Hiroki Kuroda
FS,130625_195015,B,1-2,Hiroki Kuroda
SI,130625_195037,X,2-2,Hiroki Kuroda
CU,130625_195129,S,0-0,Hiroki Kuroda
SL,130625_195142,B,0-1,Hiroki Kuroda
SI,130625_195157,B,1-1,Hiroki Kuroda
SI,130625_195213,S,2-1,Hiroki Kuroda
SI,130625_195240,B,2-2,Hiroki Kuroda
SI,130625_195257,S,3-2,Hiroki Kuroda
SI,130625_195325,S,3-2,Hiroki Kuroda
SI,130625_195352,S,3-2,Hiroki Kuroda
SL,130625_195414,B,3-2,Hiroki Kuroda
SL,130625_195454,S,0-0,Hiroki Kuroda
SI,130625_195538,B,0-1,Hiroki Kuroda
SI,130625_195632,B,1-1,Hiroki Kuroda
SL,130625_195705,S,2-1,Hiroki Kuroda
SL,130625_195829,S,2-2,Hiroki Kuroda
SL,130625_195908,B,2-2,Hiroki Kuroda
SI,130625_195935,S,3-2,Hiroki Kuroda
FF,130625_200218,B,0-0,Yu Darvish
SL,130625_200236,S,1-0,Yu Darvish
SL,130625_200301,S,1-1,Yu Darvish
SL,130625_200323,B,1-2,Yu Darvish
SL,130625_200347,S,2-2,Yu Darvish
SL,130625_200424,B,0-0,Yu Darvish
FF,130625_200440,X,1-0,Yu Darvish
FC,130625_200524,B,0-0,Yu Darvish
FC,130625_200549,S,1-0,Yu Darvish
CU,130625_200609,B,1-1,Yu Darvish
FT,130625_200634,B,2-1,Yu Darvish
SL,130625_200705,X,3-1,Yu Darvish
SI,130625_200940,S,0-0,Hiroki Kuroda
SI,130625_201000,X,0-1,Hiroki Kuroda
SL,130625_201036,S,0-0,Hiroki Kuroda
SI,130625_201051,X,0-1,Hiroki Kuroda
FS,130625_201149,B,0-0,Hiroki Kuroda
FS,130625_201222,B,1-0,Hiroki Kuroda
SI,130625_201257,X,2-0,Hiroki Kuroda
SL,130625_201400,X,0-0,Hiroki Kuroda
CU,130625_201503,S,0-0,Hiroki Kuroda
SL,130625_201530,X,0-1,Hiroki Kuroda
SL,130625_201625,S,0-0,Hiroki Kuroda
SI,130625_201645,B,0-1,Hiroki Kuroda
SI,130625_201715,S,1-1,Hiroki Kuroda
FF,130625_201749,B,1-2,Hiroki Kuroda
FF,130625_201820,B,2-2,Hiroki Kuroda
SI,130625_201854,S,3-2,Hiroki Kuroda
SI,130625_201933,X,3-2,Hiroki Kuroda
FC,130625_202235,S,0-0,Yu Darvish
CU,130625_202304,X,0-1,Yu Darvish
FC,130625_202357,S,0-0,Yu Darvish
SL,130625_202415,S,0-1,Yu Darvish
SL,130625_202438,S,0-2,Yu Darvish
FF,130625_202508,X,0-2,Yu Darvish
FF,130625_202547,S,0-0,Yu Darvish
FT,130625_202605,S,0-1,Yu Darvish
FF,130625_202625,X,0-2,Yu Darvish
SL,130625_202717,B,0-0,Yu Darvish
SL,130625_202804,S,1-0,Yu Darvish
SL,130625_202842,S,1-1,Yu Darvish
FF,130625_202909,X,1-2,Yu Darvish
FF,130625_203000,S,0-0,Yu Darvish
SL,130625_203025,B,0-1,Yu Darvish
SL,130625_203046,S,1-1,Yu Darvish
SL,130625_203117,S,1-2,Yu Darvish
SL,130625_203205,B,1-2,Yu Darvish
SL,130625_203233,B,2-2,Yu Darvish
FF,130625_203316,B,3-2,Yu Darvish
SL,130625_203355,S,0-0,Yu Darvish
FF,130625_203414,S,0-1,Yu Darvish
SL,130625_203446,X,0-2,Yu Darvish
SL,130625_203725,B,0-0,Hiroki Kuroda
SL,130625_203741,S,1-0,Hiroki Kuroda
SI,130625_203757,B,1-1,Hiroki Kuroda
SI,130625_203818,S,2-1,Hiroki Kuroda
SL,130625_203844,S,2-2,Hiroki Kuroda
SL,130625_203910,X,2-2,Hiroki Kuroda
SI,130625_204006,S,0-0,Hiroki Kuroda
SI,130625_204021,B,0-1,Hiroki Kuroda
SL,130625_204034,X,1-1,Hiroki Kuroda
SI,130625_204111,S,0-0,Hiroki Kuroda
SL,130625_204138,S,0-1,Hiroki Kuroda
SL,130625_204156,B,0-2,Hiroki Kuroda
SL,130625_204221,B,1-2,Hiroki Kuroda
SI,130625_204242,X,2-2,Hiroki Kuroda
SL,130625_204318,S,0-0,Hiroki Kuroda
SL,130625_204334,B,0-1,Hiroki Kuroda
SL,130625_204351,B,1-1,Hiroki Kuroda
SI,130625_204407,B,2-1,Hiroki Kuroda
SI,130625_204432,S,3-1,Hiroki Kuroda
SL,130625_204456,S,3-2,Hiroki Kuroda
FC,130625_204715,S,0-0,Yu Darvish
SL,130625_204732,B,0-1,Yu Darvish
SL,130625_204750,X,1-1,Yu Darvish
FF,130625_204837,B,0-0,Yu Darvish
FC,130625_204850,S,1-0,Yu Darvish
FC,130625_204912,B,1-1,Yu Darvish
SL,130625_204927,B,2-1,Yu Darvish
FF,130625_204944,S,3-1,Yu Darvish
SL,130625_205006,X,3-2,Yu Darvish
FC,130625_205117,S,0-0,Yu Darvish
FC,130625_205143,S,0-1,Yu Darvish
FC,130625_205209,B,0-2,Yu Darvish
SL,130625_205231,B,1-2,Yu Darvish
SL,130625_205255,B,2-2,Yu Darvish
FC,130625_205330,S,3-2,Yu Darvish
SL,130625_205402,S,3-2,Yu Darvish
FT,130625_205447,B,3-2,Yu Darvish
FF,130625_205531,S,0-0,Yu Darvish
FF,130625_205552,S,0-1,Yu Darvish
FF,130625_205621,X,0-2,Yu Darvish
FF,130625_205801,S,0-0,Yu Darvish
SL,130625_205819,S,0-1,Yu Darvish
SL,130625_205845,B,0-2,Yu Darvish
FC,130625_205917,S,1-2,Yu Darvish
FC,130625_205953,S,0-0,Yu Darvish
FF,130625_210023,B,0-1,Yu Darvish
FC,130625_210049,S,1-1,Yu Darvish
FC,130625_210128,X,1-2,Yu Darvish
SI,130625_210405,S,0-0,Hiroki Kuroda
SI,130625_210426,S,0-1,Hiroki Kuroda
SL,130625_210504,S,0-2,Hiroki Kuroda
SL,130625_210536,S,0-2,Hiroki Kuroda
FS,130625_210627,X,0-0,Hiroki Kuroda
SI,130625_210708,S,0-0,Hiroki Kuroda
FS,130625_210743,S,0-1,Hiroki Kuroda
FF,130625_210809,B,0-2,Hiroki Kuroda
FS,130625_210837,B,1-2,Hiroki Kuroda
FS,130625_210854,S,2-2,Hiroki Kuroda
SL,130625_211135,X,0-0,Yu Darvish
SL,130625_211225,S,0-0,Yu Darvish
FS,130625_211251,B,0-1,Yu Darvish
SL,130625_211308,S,1-1,Yu Darvish
SL,130625_211330,S,1-2,Yu Darvish
SL,130625_211407,S,0-0,Yu Darvish
FF,130625_211424,B,0-1,Yu Darvish
FT,130625_211441,S,1-1,Yu Darvish
FC,130625_211524,B,1-2,Yu Darvish
SL,130625_211549,X,2-2,Yu Darvish
CU,130625_212622,S,0-0,Hiroki Kuroda
SI,130625_212643,S,0-1,Hiroki Kuroda
SI,130625_212708,B,0-2,Hiroki Kuroda
FS,130625_212734,S,1-2,Hiroki Kuroda
CU,130625_212807,S,0-0,Hiroki Kuroda
FS,130625_212835,X,0-1,Hiroki Kuroda
FF,130626_191101,S,0-0,Clayton Kershaw
FF,130626_191121,S,0-1,Clayton Kershaw
CU,130626_191149,B,0-2,Clayton Kershaw
FF,130626_191204,S,1-2,Clayton Kershaw
FF,130626_191238,S,1-2,Clayton Kershaw
FF,130626_191311,S,0-0,Clayton Kershaw
FF,130626_191328,S,0-1,Clayton Kershaw
FF,130626_191345,X,0-2,Clayton Kershaw
FF,130626_191420,X,0-0,Clayton Kershaw
FF,130626_191502,X,0-0,Clayton Kershaw
FF,130626_192956,B,0-0,Clayton Kershaw
SL,130626_193009,X,1-0,Clayton Kershaw
FF,130626_193044,S,0-0,Clayton Kershaw
SL,130626_193056,S,0-1,Clayton Kershaw
CU,130626_193116,B,0-2,Clayton Kershaw
CU,130626_193144,X,1-2,Clayton Kershaw
FF,130626_193227,B,0-0,Clayton Kershaw
FF,130626_193243,B,1-0,Clayton Kershaw
FF,130626_193257,S,2-0,Clayton Kershaw
SL,130626_193311,S,2-1,Clayton Kershaw
SL,130626_193326,S,2-2,Clayton Kershaw
FF,130626_194448,S,0-0,Clayton Kershaw
SL,130626_194503,B,0-1,Clayton Kershaw
FF,130626_194517,S,1-1,Clayton Kershaw
FF,130626_194537,S,1-2,Clayton Kershaw
CU,130626_194558,X,1-2,Clayton Kershaw
FF,130626_194634,S,0-0,Clayton Kershaw
FF,130626_194647,S,0-1,Clayton Kershaw
FF,130626_194702,S,0-2,Clayton Kershaw
FF,130626_194737,B,0-0,Clayton Kershaw
SL,130626_194752,B,1-0,Clayton Kershaw
FF,130626_194815,S,2-0,Clayton Kershaw
FF,130626_194837,X,2-1,Clayton Kershaw
FF,130626_200429,B,0-0,Clayton Kershaw
FF,130626_200443,B,1-0,Clayton Kershaw
FF,130626_200458,B,2-0,Clayton Kershaw
FF,130626_200515,S,3-0,Clayton Kershaw
FF,130626_200528,B,3-1,Clayton Kershaw
FF,130626_200603,B,0-0,Clayton Kershaw
FF,130626_200626,B,1-0,Clayton Kershaw
FF,130626_200707,S,2-0,Clayton Kershaw
SL,130626_200727,X,2-1,Clayton Kershaw
FF,130626_200813,S,0-0,Clayton Kershaw
CU,130626_200825,S,0-1,Clayton Kershaw
CU,130626_200838,B,0-2,Clayton Kershaw
CU,130626_200903,B,1-2,Clayton Kershaw
CU,130626_200918,X,2-2,Clayton Kershaw
FF,130626_200958,B,0-0,Clayton Kershaw
FF,130626_201013,X,1-0,Clayton Kershaw
FF,130626_201050,B,0-0,Clayton Kershaw
FF,130626_201103,X,1-0,Clayton Kershaw
FF,130626_201955,B,0-0,Clayton Kershaw
SL,130626_202009,S,1-0,Clayton Kershaw
SL,130626_202024,X,1-1,Clayton Kershaw
FF,130626_202109,S,0-0,Clayton Kershaw
FF,130626_202132,B,0-1,Clayton Kershaw
FF,130626_202157,S,1-1,Clayton Kershaw
SL,130626_202226,X,1-2,Clayton Kershaw
FF,130626_202300,S,0-0,Clayton Kershaw
FF,130626_202316,S,0-1,Clayton Kershaw
FF,130626_202338,B,0-2,Clayton Kershaw
FF,130626_202355,S,1-2,Clayton Kershaw
CU,130626_202421,S,1-2,Clayton Kershaw
FF,130626_203301,S,0-0,Clayton Kershaw
SL,130626_203318,B,0-1,Clayton Kershaw
SL,130626_203337,S,1-1,Clayton Kershaw
CU,130626_203400,S,1-2,Clayton Kershaw
FF,130626_203437,S,0-0,Clayton Kershaw
CU,130626_203449,X,0-1,Clayton Kershaw
FF,130626_203533,S,0-0,Clayton Kershaw
FF,130626_203614,S,0-1,Clayton Kershaw
CU,130626_203637,B,0-2,Clayton Kershaw
CU,130626_203705,B,1-2,Clayton Kershaw
FF,130626_203744,X,2-2,Clayton Kershaw
SL,130626_203844,S,0-0,Clayton Kershaw
CU,130626_203909,X,0-1,Clayton Kershaw
SL,130626_210341,S,0-0,Clayton Kershaw
CU,130626_210353,S,0-1,Clayton Kershaw
FF,130626_210433,B,0-2,Clayton Kershaw
CU,130626_210449,S,1-2,Clayton Kershaw
SL,130626_210515,S,1-2,Clayton Kershaw
FF,130626_210547,B,0-0,Clayton Kershaw
FF,130626_210602,B,1-0,Clayton Kershaw
FF,130626_210620,X,2-0,Clayton Kershaw
SL,130626_210657,X,0-0,Clayton Kershaw
SL,130626_212337,S,0-0,Clayton Kershaw
FF,130626_212352,S,0-1,Clayton Kershaw
FF,130626_212414,S,0-2,Clayton Kershaw
FF,130626_212445,S,0-0,Clayton Kershaw
CU,130626_212502,B,0-1,Clayton Kershaw
FF,130626_212522,S,1-1,Clayton Kershaw
CU,130626_212544,X,1-2,Clayton Kershaw
FF,130626_212618,S,0-0,Clayton Kershaw
CU,130626_212630,S,0-1,Clayton Kershaw
SL,130626_212652,B,0-2,Clayton Kershaw
CU,130626_212711,B,1-2,Clayton Kershaw
SL,130626_212739,X,2-2,Clayton Kershaw
FF,130626_213632,S,0-0,Clayton Kershaw
FF,130626_213645,B,0-1,Clayton Kershaw
FF,130626_213704,S,1-1,Clayton Kershaw
FF,130626_213721,B,1-2,Clayton Kershaw
CU,130626_213736,S,2-2,Clayton Kershaw
FF,130626_213807,B,2-2,Clayton Kershaw
FF,130626_213825,X,3-2,Clayton Kershaw
FC,130630_140845,S,0-0,Yu Darvish
FT,130630_140900,B,0-1,Yu Darvish
FC,130630_140918,S,1-1,Yu Darvish
FF,130630_140948,B,1-2,Yu Darvish
SL,130630_141013,X,2-2,Yu Darvish
FF,130630_141051,S,0-0,Yu Darvish
FT,130630_141106,X,0-1,Yu Darvish
FF,130630_141142,B,0-0,Yu Darvish
FF,130630_141158,S,1-0,Yu Darvish
FT,130630_141223,S,1-1,Yu Darvish
FF,130630_141256,B,1-2,Yu Darvish
SL,130630_141318,B,2-2,Yu Darvish
SL,130630_141338,B,3-2,Yu Darvish
FC,130630_141419,S,0-0,Yu Darvish
SL,130630_141446,S,0-1,Yu Darvish
FF,130630_141517,S,0-2,Yu Darvish
SL,130630_141550,S,0-2,Yu Darvish
FF,130630_141622,S,0-2,Yu Darvish
SL,130630_141652,S,0-2,Yu Darvish
FT,130630_141727,S,0-2,Yu Darvish
SL,130630_141802,S,0-2,Yu Darvish
FF,130630_141902,B,0-2,Yu Darvish
FF,130630_141927,B,1-2,Yu Darvish
SL,130630_142003,S,2-2,Yu Darvish
FF,130630_143138,S,0-0,Yu Darvish
FT,130630_143202,S,0-1,Yu Darvish
FT,130630_143225,B,0-2,Yu Darvish
FT,130630_143241,X,1-2,Yu Darvish
FC,130630_143330,B,0-0,Yu Darvish
FF,130630_143358,S,1-0,Yu Darvish
FC,130630_143424,S,1-1,Yu Darvish
SL,130630_143451,S,1-2,Yu Darvish
SL,130630_143518,S,1-2,Yu Darvish
FF,130630_143557,S,0-0,Yu Darvish
FF,130630_143634,X,0-1,Yu Darvish
FF,130630_143725,S,0-0,Yu Darvish
SL,130630_143747,S,0-1,Yu Darvish
SL,130630_143818,B,0-2,Yu Darvish
FF,130630_143840,S,1-2,Yu Darvish
FF,130630_144915,S,0-0,Yu Darvish
FC,130630_144930,X,0-1,Yu Darvish
FF,130630_145019,B,0-0,Yu Darvish
FC,130630_145035,B,1-0,Yu Darvish
FF,130630_145052,B,2-0,Yu Darvish
FF,130630_145109,S,3-0,Yu Darvish
FF,130630_145127,B,3-1,Yu Darvish
FT,130630_145212,B,0-0,Yu Darvish
FF,130630_145237,B,1-0,Yu Darvish
FT,130630_145316,S,2-0,Yu Darvish
FT,130630_145347,X,2-1,Yu Darvish
FF,130630_145435,B,0-0,Yu Darvish
FC,130630_145454,B,1-0,Yu Darvish
FF,130630_145513,S,2-0,Yu Darvish
FC,130630_145535,X,2-1,Yu Darvish
FF,130630_145633,S,0-0,Yu Darvish
FF,130630_145659,B,0-1,Yu Darvish
FT,130630_145725,S,1-1,Yu Darvish
FF,130630_145750,B,1-2,Yu Darvish
FF,130630_145819,S,2-2,Yu Darvish
FC,130630_151539,B,0-0,Yu Darvish
FC,130630_151553,S,1-0,Yu Darvish
FF,130630_151610,S,1-1,Yu Darvish
SL,130630_151631,X,1-2,Yu Darvish
FC,130630_151718,B,0-0,Yu Darvish
FF,130630_151736,S,1-0,Yu Darvish
FS,130630_151758,B,1-1,Yu Darvish
FC,130630_151819,S,2-1,Yu Darvish
SL,130630_151843,S,2-2,Yu Darvish
SL,130630_151918,S,2-2,Yu Darvish
FF,130630_151955,X,0-0,Yu Darvish
FT,130630_152128,S,0-0,Yu Darvish
FF,130630_152155,B,0-1,Yu Darvish
FT,130630_152216,X,1-1,Yu Darvish
FS,130630_153845,S,0-0,Yu Darvish
FC,130630_153916,B,0-1,Yu Darvish
FC,130630_153929,S,1-1,Yu Darvish
SL,130630_153955,B,1-2,Yu Darvish
SL,130630_154022,S,2-2,Yu Darvish
FF,130630_154108,B,0-0,Yu Darvish
FF,130630_154122,S,1-0,Yu Darvish
CU,130630_154145,B,1-1,Yu Darvish
FF,130630_154204,S,2-1,Yu Darvish
FF,130630_154224,S,2-2,Yu Darvish
SL,130630_154248,S,2-2,Yu Darvish
FT,130630_154324,S,0-0,Yu Darvish
FF,130630_154337,S,0-1,Yu Darvish
FT,130630_154355,X,0-2,Yu Darvish
SL,130630_155952,S,0-0,Yu Darvish
FS,130630_160015,S,0-1,Yu Darvish
FT,130630_160039,S,0-2,Yu Darvish
FT,130630_160118,B,0-0,Yu Darvish
FT,130630_160141,B,1-0,Yu Darvish
FC,130630_160205,B,2-0,Yu Darvish
FF,130630_160229,B,3-0,Yu Darvish
FF,130630_160306,S,0-0,Yu Darvish
FC,130630_160334,X,0-1,Yu Darvish
FF,130630_160422,S,0-0,Yu Darvish
FF,130630_160448,S,0-1,Yu Darvish
SL,130630_160511,S,0-2,Yu Darvish
FF,130630_160545,B,0-2,Yu Darvish
SL,130630_160612,S,1-2,Yu Darvish
FF,130630_160649,S,1-2,Yu Darvish
FF,130630_160722,B,1-2,Yu Darvish
SL,130630_160750,X,2-2,Yu Darvish
SL,130630_161754,S,0-0,Yu Darvish
SL,130630_161809,S,0-1,Yu Darvish
SL,130630_161828,B,0-2,Yu Darvish
FF,130630_161845,X,1-2,Yu Darvish
SL,130630_161924,S,0-0,Yu Darvish
FF,130630_161947,S,0-1,Yu Darvish
FF,130630_162005,S,0-2,Yu Darvish
SL,130630_162029,X,0-2,Yu Darvish
FF,130630_162116,B,0-0,Yu Darvish
FC,130630_162141,S,1-0,Yu Darvish
SL,130630_162204,B,1-1,Yu Darvish
SL,130630_162226,B,2-1,Yu Darvish
FF,130630_162243,B,3-1,Yu Darvish
FF,130630_202142,B,0-0,Hiroki Kuroda
SI,130630_202200,X,1-0,Hiroki Kuroda
SI,130630_202244,B,0-0,Hiroki Kuroda
SL,130630_202258,B,1-0,Hiroki Kuroda
SI,130630_202313,S,2-0,Hiroki Kuroda
SL,130630_202336,X,2-1,Hiroki Kuroda
SI,130630_202430,S,0-0,Hiroki Kuroda
FF,130630_202448,B,0-1,Hiroki Kuroda
SI,130630_202505,S,1-1,Hiroki Kuroda
SL,130630_202522,S,1-2,Hiroki Kuroda
FS,130630_202559,B,1-2,Hiroki Kuroda
SI,130630_202619,S,2-2,Hiroki Kuroda
SI,130630_202652,B,2-2,Hiroki Kuroda
SI,130630_202716,S,3-2,Hiroki Kuroda
SI,130630_202740,X,3-2,Hiroki Kuroda
FF,130630_202829,B,0-0,Hiroki Kuroda
SI,130630_202848,X,1-0,Hiroki Kuroda
